date,site_id,rainfall_mm,temp_C,slope_angle,vibration,displacement,pore_pressure,label
2025-07-07,11,39.86,28.6,20.97,0.2,0.15,0.66,0
2025-07-08,11,18.48,29.38,19.47,0.14,0.15,0.63,0
2025-07-09,11,31.35,24.65,18.91,0.09,0.07,0.88,0
2025-07-10,11,18.39,28.18,19.73,0.15,0.1,0.47,0
2025-07-11,11,10.44,32.56,21.03,0.1,0.11,0.64,0
2025-07-12,11,14.68,24.92,19.64,0.21,0.1,0.74,0
2025-07-13,11,8.23,24.68,20.76,0.07,-0.01,0.92,0
2025-07-14,11,5.7,20.88,20.13,0.05,0.11,0.44,0
2025-07-15,11,15.44,29.77,18.78,0.14,0.08,0.47,0
2025-07-16,11,46.79,22.6,19.47,0.01,0.11,0.85,0
2025-07-17,11,22.89,23.62,19.25,0.13,0.09,1.07,0
2025-07-18,11,14.33,24.7,19.8,0.06,0.08,0.44,0
2025-07-19,11,64.73,25.08,17.4,0.09,0.16,0.96,1
2025-07-20,11,1.48,27.18,21.72,0.1,0.1,0.45,0
2025-07-21,11,51.28,25.85,20.32,0.06,0.08,0.94,1
2025-07-22,11,76.5,27.84,19.87,0.15,0.14,1.27,1
2025-07-23,11,25.98,23.42,19.63,0.09,0.07,0.78,0
2025-07-24,11,22.13,28.1,21.06,0.11,0.15,0.86,0
2025-07-25,11,3.01,27.96,19.6,0.1,0.13,0.9,0
2025-07-26,11,32.62,29.32,21.75,0.08,0.11,0.91,0
2025-07-27,11,60.68,28.35,18.02,0.17,0.14,1.04,1
2025-07-28,11,26.56,25.57,21.07,0.07,0.2,1.0,0
2025-07-29,11,30.64,25.87,21.36,0.07,0.07,0.82,0
2025-07-30,11,10.98,28.2,20.84,0.12,0.16,0.74,0
2025-07-31,11,6.43,28.71,19.89,0.14,0.07,0.56,0
2025-08-01,11,24.11,30.45,18.72,0.1,0.08,0.77,0
2025-08-02,11,57.97,25.09,21.08,0.06,0.09,0.8,1
2025-08-03,11,10.94,27.25,21.37,0.07,0.15,0.96,0
2025-08-04,11,16.86,24.19,18.1,0.01,0.04,0.89,0
2025-08-05,11,1.59,28.59,19.77,0.06,0.14,0.52,0
2025-08-06,11,67.81,27.31,17.93,0.1,0.06,1.34,1
2025-08-07,11,50.57,27.37,21.63,0.11,0.08,1.13,1
2025-08-08,11,36.93,23.69,19.58,0.07,0.06,0.99,0
2025-08-09,11,27.83,24.91,18.51,0.06,0.12,1.0,0
2025-08-10,11,78.3,27.7,20.23,0.16,0.08,1.23,1
2025-08-11,11,40.14,27.58,19.17,0.13,-0.0,1.35,0
2025-08-12,11,24.06,26.05,19.0,0.12,0.06,0.69,0
2025-08-13,11,41.44,26.29,17.45,0.05,0.01,0.53,0
2025-08-14,11,36.62,25.53,20.05,0.12,0.17,0.58,0
2025-08-15,11,11.8,29.49,21.76,0.09,0.07,0.87,0
2025-08-16,11,93.95,30.14,18.04,0.0,0.15,1.53,1
2025-08-17,11,17.24,25.97,20.72,0.04,0.13,1.11,0
2025-08-18,11,79.22,28.15,18.8,0.13,0.07,1.18,1
2025-08-19,11,88.32,27.1,19.6,0.16,0.06,1.6,1
2025-08-20,11,14.56,30.42,19.24,0.15,0.08,1.01,0
2025-08-21,11,53.38,26.34,20.93,0.11,0.13,1.04,1
2025-08-22,11,35.5,27.5,19.82,0.11,0.06,0.46,0
2025-08-23,11,47.37,24.37,19.2,0.06,0.13,1.17,0
2025-08-24,11,41.69,24.67,20.5,0.12,0.12,1.02,0
2025-08-25,11,58.72,27.63,19.8,0.08,0.13,1.03,1
2025-08-26,11,35.97,25.79,20.32,0.11,0.1,0.56,0
2025-08-27,11,37.31,31.33,19.29,0.07,0.07,0.78,0
2025-08-28,11,84.98,29.57,20.45,0.08,0.09,1.39,1
2025-08-29,11,13.56,26.12,19.86,0.05,0.06,0.41,0
2025-08-30,11,45.03,26.04,20.76,-0.0,0.12,0.97,0
2025-08-31,11,45.07,32.89,20.66,0.03,-0.0,1.22,0
2025-09-01,11,8.91,25.75,20.02,0.07,0.15,0.55,0
2025-09-02,11,39.77,24.01,18.09,0.14,0.12,1.13,0
2025-09-03,11,16.2,23.91,20.34,0.06,0.08,0.46,0
2025-09-04,11,11.96,27.13,19.86,0.05,0.06,0.38,0
2025-09-05,11,37.94,28.13,16.9,0.05,0.14,0.91,0
2025-09-06,11,12.96,26.24,20.24,0.16,0.21,0.67,1
2025-09-07,11,25.25,22.38,21.51,0.05,0.09,1.02,0
2025-01-01,12,10.86,25.26,34.6,0.1,0.05,0.58,0
2025-01-02,12,49.44,36.7,34.8,0.03,0.17,1.1,0
2025-01-03,12,80.96,26.6,34.03,0.07,0.12,1.4,1
2025-01-04,12,19.6,26.63,34.07,0.11,0.13,0.7,0
2025-01-05,12,9.57,26.92,35.46,0.13,0.1,0.13,0
2025-01-06,12,13.9,25.53,35.37,0.09,0.01,1.0,0
2025-01-07,12,95.63,22.01,35.06,0.17,0.19,1.52,1
2025-01-08,12,40.77,33.01,34.7,0.21,0.11,0.8,0
2025-01-09,12,10.73,27.61,35.59,0.1,0.13,0.22,0
2025-01-10,12,77.84,29.95,33.11,0.01,0.09,1.22,1
2025-01-11,12,52.01,28.09,32.6,0.09,0.05,1.04,1
2025-01-12,12,43.89,24.51,33.92,0.14,0.09,1.03,0
2025-01-13,12,13.93,27.48,34.49,0.09,0.09,0.84,0
2025-01-14,12,23.77,28.94,34.29,0.16,0.09,0.8,0
2025-01-15,12,50.45,22.44,35.9,0.17,0.1,1.0,1
2025-01-16,12,39.85,24.53,33.36,0.07,0.13,0.64,0
2025-01-17,12,48.41,28.4,33.25,0.08,0.12,0.83,0
2025-01-18,12,86.94,25.24,34.09,-0.03,0.13,1.44,1
2025-01-19,12,48.69,25.52,33.52,0.12,0.05,0.95,0
2025-01-20,12,29.03,29.09,34.36,0.14,0.02,0.52,0
2025-01-21,12,44.61,26.37,32.92,0.1,0.03,0.99,0
2025-01-22,12,26.38,20.82,33.82,0.17,0.12,0.93,0
2025-01-23,12,53.34,27.75,34.24,0.11,0.05,1.18,1
2025-01-24,12,6.81,23.69,33.17,0.09,0.17,0.52,0
2025-01-25,12,55.1,25.65,33.83,0.11,0.1,0.72,1
2025-01-26,12,42.3,30.57,34.98,0.02,0.11,0.99,0
2025-01-27,12,16.41,27.93,32.41,0.12,0.06,0.62,0
2025-01-28,12,50.63,26.46,34.17,0.07,0.03,0.75,1
2025-01-29,12,19.95,28.32,33.96,0.05,0.09,0.73,0
2025-01-30,12,40.65,30.64,34.88,0.09,0.11,1.08,0
2025-01-31,12,33.47,23.54,33.03,0.04,0.06,0.97,0
2025-02-01,12,17.95,29.42,34.72,0.11,0.08,0.35,0
2025-02-02,12,35.51,24.96,33.72,0.14,0.08,0.82,0
2025-02-03,12,105.11,28.66,33.24,0.49,0.28,1.61,1
2025-02-04,12,16.84,23.92,34.49,0.08,0.07,1.11,0
2025-02-05,12,26.77,24.83,32.91,0.05,0.08,0.83,0
2025-02-06,12,19.73,26.41,34.28,0.03,0.12,0.8,0
2025-02-07,12,31.41,29.02,32.52,0.07,0.12,0.82,0
2025-02-08,12,14.05,25.16,34.46,0.06,0.07,0.55,0
2025-02-09,12,15.81,22.8,34.94,0.12,0.1,1.22,0
2025-02-10,12,78.47,31.51,34.29,0.07,0.05,1.6,1
2025-02-11,12,10.61,24.35,32.31,0.13,0.13,0.63,0
2025-02-12,12,16.21,30.55,34.91,0.09,0.09,0.68,0
2025-02-13,12,26.27,26.25,32.74,0.12,0.22,0.59,1
2025-02-14,12,14.39,25.86,32.9,0.09,0.02,0.74,0
2025-02-15,12,50.95,24.49,34.25,0.12,0.16,1.07,1
2025-02-16,12,35.43,28.03,34.44,0.17,0.12,0.85,0
2025-02-17,12,1.58,31.49,32.4,0.13,-0.02,0.64,0
2025-02-18,12,25.0,35.14,34.41,0.05,0.07,0.94,0
2025-02-19,12,68.73,21.91,35.33,0.1,0.14,1.23,1
2025-02-20,12,18.51,29.02,35.94,0.1,0.12,0.65,0
2025-02-21,12,54.59,27.7,33.99,0.05,0.04,1.11,1
2025-02-22,12,82.45,20.57,32.64,0.02,0.16,1.42,1
2025-02-23,12,23.43,25.6,31.96,0.08,0.13,1.0,0
2025-02-24,12,42.34,30.93,34.26,-0.01,0.05,0.93,0
2025-02-25,12,45.12,25.39,35.05,0.04,0.06,0.77,0
2025-02-26,12,42.56,30.1,33.81,0.05,0.09,0.85,0
2025-02-27,12,60.35,26.26,33.3,0.07,0.06,0.97,1
2025-02-28,12,19.87,26.86,32.97,0.1,0.14,0.49,0
2025-03-01,12,4.13,27.92,33.18,0.08,0.14,0.8,0
2025-03-02,12,33.89,27.09,31.8,0.14,0.1,0.54,0
2025-03-03,12,44.31,29.83,33.83,0.06,0.17,0.53,0
2025-03-04,12,78.07,27.74,33.61,0.08,0.1,1.42,1
2025-03-05,12,15.64,25.72,32.96,0.05,0.08,0.31,0
2025-03-06,12,21.97,23.83,33.08,0.06,0.12,0.86,0
2025-03-07,12,34.15,28.24,34.95,0.11,0.1,1.15,0
2025-03-08,12,26.35,28.9,32.22,0.06,0.07,0.75,0
2025-03-09,12,33.42,27.35,33.78,0.06,-0.02,0.83,0
2025-03-10,12,26.69,28.01,33.79,0.05,0.2,1.22,0
2025-03-11,12,163.74,33.92,33.34,0.61,0.57,2.43,2
2025-03-12,12,84.48,25.66,33.13,0.06,0.11,1.01,1
2025-03-13,12,16.04,28.29,33.14,0.14,-0.01,0.67,0
2025-03-14,12,110.27,33.08,32.83,0.56,0.35,1.5,1
2025-03-15,12,4.48,28.6,34.74,0.13,0.09,0.47,0
2025-03-16,12,22.48,25.75,33.8,0.05,0.1,0.93,0
2025-03-17,12,74.44,18.83,33.71,0.09,0.14,1.16,1
2025-03-18,12,58.95,31.98,34.53,0.06,0.07,0.91,1
2025-03-19,12,9.91,36.03,34.88,0.02,0.15,0.48,0
2025-03-20,12,92.11,26.89,33.08,0.13,0.21,1.59,1
2025-03-21,12,105.18,31.81,33.84,0.56,0.12,1.5,1
2025-03-22,12,72.07,29.57,36.13,0.05,0.23,1.36,1
2025-03-23,12,60.22,27.04,34.75,0.1,0.04,1.44,1
2025-03-24,12,41.66,26.63,34.4,0.08,0.11,1.0,0
2025-03-25,12,25.41,29.24,33.3,0.02,0.04,0.84,0
2025-03-26,12,62.61,22.86,33.52,0.15,0.13,0.94,1
2025-03-27,12,29.95,30.77,33.02,0.09,0.11,0.7,0
2025-03-28,12,75.3,33.9,33.04,0.13,0.11,1.13,1
2025-03-29,12,14.96,33.7,32.97,0.06,0.19,0.94,0
2025-03-30,12,17.41,22.48,33.61,0.02,0.08,0.91,0
2025-03-31,12,17.31,18.88,34.16,0.12,0.07,0.6,0
2025-04-01,12,16.32,26.11,32.85,0.16,0.19,0.65,0
2025-04-02,12,18.44,25.52,33.8,0.09,0.13,0.33,0
2025-04-03,12,48.38,24.56,32.91,0.24,-0.02,1.13,0
2025-04-04,12,50.03,25.29,35.04,0.06,0.02,1.06,1
2025-04-05,12,13.87,26.4,33.33,0.19,0.03,0.75,0
2025-04-06,12,14.51,27.05,32.42,0.07,0.07,0.48,0
2025-04-07,12,55.39,21.61,34.88,0.09,0.11,0.98,1
2025-04-08,12,34.28,24.08,35.45,0.07,0.14,0.66,0
2025-04-09,12,38.09,30.53,33.78,0.01,0.2,1.02,0
2025-04-10,12,76.22,21.47,35.53,0.05,-0.03,1.45,1
2025-04-11,12,49.8,22.4,35.87,0.1,0.1,1.06,0
2025-04-12,12,17.85,27.63,34.52,0.02,0.05,0.88,0
2025-04-13,12,13.57,30.2,34.4,0.13,0.19,0.55,0
2025-04-14,12,36.88,32.75,35.37,0.06,0.21,0.83,1
2025-04-15,12,6.24,30.75,35.37,0.17,0.08,0.39,0
2025-04-16,12,35.22,23.38,31.6,0.1,0.08,0.85,0
2025-04-17,12,60.68,24.79,35.2,0.1,0.17,1.42,1
2025-04-18,12,79.05,20.62,33.57,0.14,0.11,1.29,1
2025-04-19,12,44.97,35.41,34.62,0.13,0.08,0.83,0
2025-04-20,12,35.72,23.7,34.81,0.17,0.08,1.15,0
2025-04-21,12,185.62,29.15,32.39,0.56,0.62,2.35,2
2025-04-22,12,6.63,26.35,35.72,0.16,0.1,0.75,0
2025-04-23,12,60.05,23.92,32.33,0.03,0.08,1.2,1
2025-04-24,12,3.85,25.29,34.16,0.06,0.12,0.59,0
2025-04-25,12,45.01,23.02,32.42,0.02,0.09,0.71,0
2025-04-26,12,71.16,24.63,36.2,0.13,0.05,1.24,1
2025-04-27,12,23.78,28.0,34.81,0.08,0.13,0.74,0
2025-04-28,12,7.04,30.47,34.36,0.08,0.14,-0.03,0
2025-04-29,12,83.76,27.94,35.67,0.06,-0.05,1.57,1
2025-04-30,12,13.62,30.71,34.71,0.02,0.06,0.44,0
2025-05-01,12,24.37,28.17,34.77,-0.02,0.09,1.15,0
2025-05-02,12,18.66,25.44,33.44,0.11,0.21,0.74,1
2025-05-03,12,35.95,20.03,33.76,0.04,0.07,0.66,0
2025-05-04,12,19.74,27.37,33.15,0.13,0.02,0.55,0
2025-05-05,12,50.88,28.25,33.29,0.13,0.12,1.19,1
2025-05-06,12,9.26,25.84,33.37,0.06,0.02,0.64,0
2025-05-07,12,58.82,24.8,34.85,0.04,0.13,1.2,1
2025-05-08,12,38.91,21.81,34.71,0.11,0.09,0.88,0
2025-05-09,12,68.92,27.23,33.69,0.12,0.16,0.9,1
2025-05-10,12,40.19,28.38,34.27,0.08,0.08,0.74,0
2025-05-11,12,14.82,28.45,32.28,0.07,0.09,0.8,0
2025-05-12,12,26.07,26.59,34.77,0.12,0.09,0.66,0
2025-05-13,12,22.11,25.92,34.71,0.08,0.09,1.04,0
2025-05-14,12,45.36,24.58,35.17,0.06,0.2,0.91,0
2025-05-15,12,35.52,23.71,34.83,0.17,0.07,1.17,0
2025-05-16,12,34.48,28.58,34.53,0.24,0.04,1.05,0
2025-05-17,12,11.21,23.42,32.28,0.1,0.08,0.79,0
2025-05-18,12,9.9,29.89,31.98,0.19,0.02,0.61,0
2025-05-19,12,24.96,25.79,35.03,0.02,0.14,1.06,0
2025-05-20,12,45.2,27.39,34.52,0.13,0.17,1.18,0
2025-05-21,12,94.81,25.95,34.29,0.15,0.13,1.62,1
2025-05-22,12,137.24,30.6,36.09,0.42,0.43,2.04,1
2025-05-23,12,39.39,31.14,33.75,0.12,0.13,0.71,0
2025-05-24,12,23.45,24.5,33.58,0.03,0.09,0.73,0
2025-05-25,12,57.46,24.92,34.08,0.08,0.05,1.0,1
2025-05-26,12,16.48,31.84,35.19,0.16,0.15,0.84,0
2025-05-27,12,17.31,26.33,35.68,0.12,0.12,0.94,0
2025-05-28,12,24.33,25.77,32.2,0.1,0.14,0.74,0
2025-05-29,12,26.48,28.33,33.43,0.13,0.14,0.88,0
2025-05-30,12,8.37,27.46,34.67,0.05,0.19,0.73,0
2025-05-31,12,40.42,27.14,33.4,-0.02,0.12,0.79,0
2025-06-01,12,22.77,28.03,33.71,0.06,0.04,1.01,0
2025-06-02,12,33.62,21.87,34.38,0.06,0.17,0.64,0
2025-06-03,12,50.64,27.16,35.02,0.01,0.04,1.13,1
2025-06-04,12,28.1,24.86,33.75,0.07,0.14,0.86,0
2025-06-05,12,94.03,28.07,32.83,0.11,0.12,1.35,1
2025-06-06,12,4.39,27.1,36.56,0.13,0.09,0.22,0
2025-06-07,12,111.37,28.85,32.56,0.41,0.26,1.45,1
2025-06-08,12,7.42,27.16,33.09,0.08,0.07,0.73,0
2025-06-09,12,41.42,25.19,31.34,0.09,0.03,0.9,0
2025-06-10,12,36.46,23.59,34.24,0.11,0.15,0.83,0
2025-06-11,12,14.7,24.93,33.34,0.17,0.11,0.59,0
2025-06-12,12,13.66,24.02,33.21,0.19,0.08,0.6,0
2025-06-13,12,10.6,30.28,32.28,0.08,0.1,0.44,0
2025-06-14,12,123.12,28.66,33.67,0.59,0.34,2.04,1
2025-06-15,12,21.85,28.85,33.78,0.1,0.12,0.89,0
2025-06-16,12,36.2,23.57,34.91,0.03,0.16,0.74,0
2025-06-17,12,53.32,25.09,34.28,0.07,0.13,1.19,1
2025-06-18,12,33.21,27.02,34.66,0.12,0.17,0.93,0
2025-06-19,12,55.85,26.43,35.25,0.0,0.1,1.19,1
2025-06-20,12,33.98,28.31,33.93,0.05,0.1,0.83,0
2025-06-21,12,26.73,29.25,34.49,0.03,0.01,0.52,0
2025-06-22,12,90.54,25.92,32.65,0.12,0.14,1.46,1
2025-06-23,12,75.81,26.78,35.94,0.12,0.09,1.51,1
2025-06-24,12,59.11,19.41,34.54,0.12,0.09,1.29,1
2025-06-25,12,42.02,25.38,34.43,0.06,0.1,1.0,0
2025-06-26,12,103.72,27.35,34.79,0.25,0.28,1.5,1
2025-06-27,12,16.01,28.96,34.38,0.12,0.04,0.7,0
2025-06-28,12,61.18,29.6,35.19,0.22,0.1,0.98,1
2025-06-29,12,75.66,31.32,34.25,0.17,0.03,1.3,1
2025-06-30,12,64.06,22.58,34.39,0.17,0.16,0.91,1
2025-07-01,12,53.12,25.74,33.81,0.06,0.01,1.06,1
2025-07-02,12,19.94,27.09,33.43,0.09,0.03,0.79,0
2025-07-03,12,28.5,23.86,34.37,0.11,0.11,1.08,0
2025-07-04,12,60.12,26.06,32.4,0.1,0.1,1.49,1
2025-07-05,12,27.69,24.82,35.22,0.07,0.16,0.48,0
2025-07-06,12,21.83,24.88,32.23,0.12,0.09,0.59,0
2025-07-07,12,94.21,27.26,35.33,-0.03,0.13,1.59,1
2025-07-08,12,44.0,32.52,34.0,0.12,0.17,0.78,0
2025-07-09,12,3.5,23.96,34.86,0.05,-0.01,0.6,0
2025-07-10,12,76.4,25.16,34.41,0.09,0.2,1.47,1
2025-07-11,12,29.57,27.69,34.51,0.13,0.06,0.56,0
2025-07-12,12,65.75,31.65,33.92,0.07,0.1,1.1,1
2025-07-13,12,58.02,29.61,33.81,0.07,0.11,0.62,1
2025-07-14,12,37.64,26.13,32.1,0.15,0.05,1.28,0
2025-07-15,12,26.8,27.86,33.74,0.09,0.11,0.97,0
2025-07-16,12,22.67,32.61,32.41,0.09,0.07,0.44,0
2025-07-17,12,74.35,27.1,33.2,-0.04,0.19,1.19,1
2025-07-18,12,44.84,32.23,35.85,0.06,0.03,0.92,0
2025-07-19,12,29.48,29.26,32.57,0.05,0.02,0.9,0
2025-07-20,12,53.51,30.26,32.97,0.1,0.11,0.93,1
2025-07-21,12,4.45,23.77,33.86,0.1,0.18,0.47,0
2025-07-22,12,91.7,20.53,33.75,0.18,0.16,1.28,1
2025-07-23,12,14.94,30.03,34.57,0.11,0.21,0.79,1
2025-07-24,12,23.2,22.59,33.35,0.03,0.09,0.57,0
2025-07-25,12,12.3,25.18,34.0,0.15,0.08,0.12,0
2025-07-26,12,48.32,24.05,33.97,0.02,0.1,0.85,0
2025-07-27,12,31.68,29.46,33.02,0.08,0.07,0.57,0
2025-07-28,12,28.58,22.7,34.09,0.15,0.21,1.01,1
2025-07-29,12,17.88,30.84,34.07,0.12,0.07,0.54,0
2025-07-30,12,24.59,28.33,35.43,0.11,0.19,0.63,0
2025-07-31,12,21.61,26.6,36.07,0.11,0.18,0.85,0
2025-08-01,12,13.39,29.25,33.38,0.02,0.09,0.59,0
2025-08-02,12,30.68,27.93,32.77,0.17,0.12,0.8,0
2025-08-03,12,64.8,29.46,35.5,0.1,0.1,1.16,1
2025-08-04,12,16.31,25.86,32.93,0.16,0.07,0.41,0
2025-08-05,12,10.99,28.43,35.8,0.19,0.1,0.84,0
2025-08-06,12,25.04,34.1,34.02,0.08,0.17,0.64,0
2025-08-07,12,76.49,27.65,33.46,0.06,0.12,0.96,1
2025-08-08,12,37.81,24.77,35.33,0.1,0.08,0.91,0
2025-08-09,12,26.92,27.95,31.82,0.11,0.09,0.67,0
2025-08-10,12,27.43,29.74,32.75,0.1,0.15,0.88,0
2025-08-11,12,83.28,25.9,34.76,0.15,0.07,1.03,1
2025-08-12,12,21.21,26.54,33.92,0.06,0.09,0.89,0
2025-08-13,12,23.96,27.23,33.98,0.07,0.03,1.22,0
2025-08-14,12,19.47,27.53,34.83,0.06,0.14,0.77,0
2025-08-15,12,29.08,29.69,34.29,0.19,0.13,0.54,0
2025-08-16,12,36.76,27.77,34.87,0.05,0.11,0.94,0
2025-08-17,12,31.55,26.35,32.11,0.1,0.12,0.83,0
2025-08-18,12,95.84,25.03,33.44,0.17,0.23,1.34,1
2025-08-19,12,42.96,23.49,33.53,0.14,0.0,1.61,0
2025-08-20,12,32.75,21.2,34.48,0.09,0.11,0.76,0
2025-08-21,12,51.19,27.23,33.88,0.13,0.14,0.74,1
2025-08-22,12,12.37,24.25,35.36,0.09,0.1,0.51,0
2025-08-23,12,12.75,32.95,34.77,0.12,0.08,0.76,0
2025-08-24,12,103.94,26.26,33.35,0.62,0.23,1.57,1
2025-08-25,12,27.06,24.88,34.1,0.1,0.09,0.68,0
2025-08-26,12,5.99,27.94,31.43,0.1,0.07,0.46,0
2025-08-27,12,19.77,24.75,32.67,0.18,0.14,0.86,0
2025-08-28,12,13.16,27.95,33.48,0.06,0.08,0.29,0
2025-08-29,12,24.19,21.68,35.19,0.02,-0.03,0.87,0
2025-08-30,12,42.8,20.1,33.88,0.06,0.17,0.91,0
2025-08-31,12,33.91,24.46,34.29,0.15,0.13,0.87,0
2025-09-01,12,134.86,28.33,32.38,0.45,0.42,2.36,1
2025-09-02,12,23.25,28.59,33.29,0.23,0.01,0.85,0
2025-09-03,12,8.33,30.54,33.58,0.05,0.13,0.54,0
2025-09-04,12,16.47,25.31,33.61,0.17,0.13,0.76,0
2025-09-05,12,19.92,29.15,31.73,0.13,0.1,0.9,0
2025-09-06,12,40.24,24.1,34.54,0.02,0.11,1.11,0
2025-09-07,12,6.05,23.03,32.91,0.03,0.16,0.5,0
2025-01-01,13,72.69,28.19,36.43,0.11,0.08,1.4,1
2025-01-02,13,101.87,25.31,35.66,0.56,0.16,1.35,1
2025-01-03,13,9.84,24.97,35.95,0.05,0.02,0.47,0
2025-01-04,13,7.94,25.21,33.16,0.11,0.02,0.85,0
2025-01-05,13,26.82,26.8,36.09,0.12,0.09,0.67,0
2025-01-06,13,44.78,30.91,37.9,0.13,0.11,1.15,0
2025-01-07,13,12.89,22.1,35.16,0.19,0.12,0.48,0
2025-01-08,13,74.05,26.75,36.46,0.14,0.04,1.08,1
2025-01-09,13,26.37,26.74,34.92,0.1,0.02,1.04,0
2025-01-10,13,30.39,34.05,35.23,0.06,0.06,0.44,0
2025-01-11,13,36.27,29.42,36.67,0.08,0.1,0.81,0
2025-01-12,13,62.63,28.37,36.26,0.05,0.07,1.11,1
2025-01-13,13,58.29,24.8,36.84,-0.03,0.17,0.99,1
2025-01-14,13,17.11,22.4,36.93,0.01,0.04,0.57,0
2025-01-15,13,29.57,26.57,34.48,0.08,0.12,1.26,0
2025-01-16,13,26.13,28.62,36.23,0.12,0.15,0.46,0
2025-01-17,13,57.95,35.78,38.04,0.07,0.12,1.0,1
2025-01-18,13,51.62,32.42,35.62,0.17,0.14,1.11,1
2025-01-19,13,10.94,26.88,34.61,0.17,0.1,0.66,0
2025-01-20,13,43.71,27.42,36.55,0.05,0.15,1.06,0
2025-01-21,13,49.31,25.73,35.56,-0.01,0.09,0.89,0
2025-01-22,13,66.47,28.73,33.95,0.13,0.19,1.34,1
2025-01-23,13,29.37,27.0,34.74,0.15,0.15,0.6,0
2025-01-24,13,91.6,20.97,36.12,0.04,0.21,1.34,1
2025-01-25,13,5.79,27.98,35.92,0.13,0.02,0.38,0
2025-01-26,13,51.61,26.01,35.74,0.01,0.09,0.73,1
2025-01-27,13,57.51,28.48,36.12,0.12,0.17,1.27,1
2025-01-28,13,14.57,25.34,37.31,0.18,0.09,0.58,0
2025-01-29,13,35.19,25.59,37.22,0.05,0.13,0.7,0
2025-01-30,13,23.59,24.82,35.61,0.02,0.13,0.76,0
2025-01-31,13,43.08,28.62,36.49,0.07,0.07,0.85,0
2025-02-01,13,41.44,25.95,37.02,0.02,0.14,0.9,0
2025-02-02,13,23.13,24.81,34.54,0.13,0.14,0.71,0
2025-02-03,13,56.19,26.37,36.67,0.09,0.04,1.26,1
2025-02-04,13,42.14,33.14,37.72,0.19,0.05,1.18,0
2025-02-05,13,33.65,26.4,36.68,0.01,0.08,1.11,0
2025-02-06,13,62.64,30.07,33.6,0.14,0.13,1.16,1
2025-02-07,13,16.09,25.78,35.14,0.09,0.11,0.54,0
2025-02-08,13,53.32,25.83,35.06,0.08,0.11,1.23,1
2025-02-09,13,53.9,24.48,34.24,0.17,0.19,1.48,1
2025-02-10,13,41.17,24.34,33.93,0.03,0.08,0.76,0
2025-02-11,13,55.16,26.23,36.13,0.13,0.08,1.48,1
2025-02-12,13,26.32,29.33,35.37,0.03,0.09,0.69,0
2025-02-13,13,57.16,25.64,35.4,0.07,0.03,0.82,1
2025-02-14,13,104.82,27.02,34.67,0.41,0.28,1.55,1
2025-02-15,13,24.16,25.19,35.61,0.25,0.07,0.76,0
2025-02-16,13,49.95,27.08,36.21,0.05,0.14,1.08,0
2025-02-17,13,48.48,29.0,36.45,0.11,0.07,1.08,0
2025-02-18,13,28.81,26.53,36.56,0.01,0.05,0.58,0
2025-02-19,13,11.16,26.41,35.25,0.04,0.14,0.59,0
2025-02-20,13,28.73,24.73,36.43,0.05,0.2,0.8,1
2025-02-21,13,18.57,28.65,34.13,0.03,0.05,0.59,0
2025-02-22,13,85.78,24.12,37.06,0.08,0.09,1.27,1
2025-02-23,13,53.87,20.3,35.47,0.06,0.06,1.21,1
2025-02-24,13,24.95,27.19,35.32,0.1,0.09,0.94,0
2025-02-25,13,62.22,24.22,35.05,0.05,0.09,0.94,1
2025-02-26,13,0.22,28.08,35.54,0.11,0.13,0.39,0
2025-02-27,13,56.58,27.14,36.68,0.07,0.12,0.98,1
2025-02-28,13,67.42,21.32,38.03,0.14,0.06,1.03,1
2025-03-01,13,60.46,22.23,36.34,0.18,0.18,1.02,1
2025-03-02,13,25.85,29.72,35.79,0.11,0.06,0.66,0
2025-03-03,13,37.73,25.91,35.38,0.13,0.08,0.72,0
2025-03-04,13,53.95,24.15,34.45,0.14,0.08,0.98,1
2025-03-05,13,41.48,30.89,34.16,0.13,0.1,0.71,0
2025-03-06,13,61.21,27.46,37.04,0.06,0.05,1.09,1
2025-03-07,13,27.32,23.07,35.1,0.12,0.08,0.54,0
2025-03-08,13,33.11,28.24,37.41,0.12,0.04,1.02,0
2025-03-09,13,19.73,27.36,35.88,0.11,0.05,0.84,0
2025-03-10,13,40.92,28.85,36.7,0.04,0.09,0.75,0
2025-03-11,13,84.87,34.29,35.91,0.1,0.08,1.11,1
2025-03-12,13,82.9,29.16,35.05,0.07,0.13,1.37,1
2025-03-13,13,25.12,23.56,33.0,0.04,0.11,0.75,0
2025-03-14,13,21.98,27.73,36.27,0.11,0.19,0.94,0
2025-03-15,13,29.5,27.66,36.6,0.21,0.13,0.93,0
2025-03-16,13,47.19,25.82,34.93,0.09,0.07,1.1,0
2025-03-17,13,21.13,34.26,38.66,0.09,0.07,0.35,0
2025-03-18,13,22.45,28.01,36.18,0.14,0.03,0.69,0
2025-03-19,13,47.76,26.86,36.33,0.05,0.03,1.09,0
2025-03-20,13,88.48,26.54,36.9,0.14,0.06,1.39,1
2025-03-21,13,53.51,28.17,36.28,0.11,0.09,0.96,1
2025-03-22,13,46.34,24.37,33.98,0.09,0.12,1.15,0
2025-03-23,13,17.1,20.47,36.95,0.01,0.23,0.61,1
2025-03-24,13,55.82,26.67,35.47,0.09,0.1,1.02,1
2025-03-25,13,150.54,32.57,35.87,0.51,0.5,2.08,2
2025-03-26,13,11.39,25.71,37.54,0.08,0.03,0.8,0
